file_id,dataset_id,mip_era,activity_drs,institution_id,source_id,experiment_id,member_id,table_id,frequency,grid_label,version,nominal_resolution,variable_id,variable_long_name,variable_units,datetime_start,datetime_end,file_size,data_node,file_url,dataset_pid,tracking_id
CMIP6.ScenarioMIP.CCCma.CanESM5-CanOE.ssp585.r2i1p2f1.Omon.chl.gn.v20190429.chl_Omon_CanESM5-CanOE_ssp585_r2i1p2f1_gn_204101-205012.nc|crd-esgf-drc.ec.gc.ca,CMIP6.ScenarioMIP.CCCma.CanESM5-CanOE.ssp585.r2i1p2f1.Omon.chl.gn.v20190429|crd-esgf-drc.ec.gc.ca,CMIP6,ScenarioMIP,CCCma,CanESM5-CanOE,ssp585,r2i1p2f1,Omon,mon,gn,20190429,100 km,chl,Mass Concentration of Total Phytoplankton Expressed as Chlorophyll in Sea Water,kg m-3,2041-01-01T00:00:00Z,2050-12-01T00:00:00Z,991907360,crd-esgf-drc.ec.gc.ca,http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgA_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5-CanOE/ssp585/r2i1p2f1/Omon/chl/gn/v20190429/chl_Omon_CanESM5-CanOE_ssp585_r2i1p2f1_gn_204101-205012.nc,hdl:21.14100/b1cdade5-d7ed-3ef5-81e7-ce803fc74fc1,hdl:21.14100/2df1cc33-21bb-4c7a-bf17-dc5a7c5f24fa
CMIP6.ScenarioMIP.CCCma.CanESM5-CanOE.ssp585.r2i1p2f1.Omon.chl.gn.v20190429.chl_Omon_CanESM5-CanOE_ssp585_r2i1p2f1_gn_205101-206012.nc|crd-esgf-drc.ec.gc.ca,CMIP6.ScenarioMIP.CCCma.CanESM5-CanOE.ssp585.r2i1p2f1.Omon.chl.gn.v20190429|crd-esgf-drc.ec.gc.ca,CMIP6,ScenarioMIP,CCCma,CanESM5-CanOE,ssp585,r2i1p2f1,Omon,mon,gn,20190429,100 km,chl,Mass Concentration of Total Phytoplankton Expressed as Chlorophyll in Sea Water,kg m-3,2051-01-01T00:00:00Z,2060-12-01T00:00:00Z,989153065,crd-esgf-drc.ec.gc.ca,http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgA_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5-CanOE/ssp585/r2i1p2f1/Omon/chl/gn/v20190429/chl_Omon_CanESM5-CanOE_ssp585_r2i1p2f1_gn_205101-206012.nc,hdl:21.14100/b1cdade5-d7ed-3ef5-81e7-ce803fc74fc1,hdl:21.14100/b815d50f-ce8f-40cf-99ae-8657a8fe746e
CMIP6.ScenarioMIP.CCCma.CanESM5-CanOE.ssp370.r2i1p2f1.Omon.chl.gn.v20190429.chl_Omon_CanESM5-CanOE_ssp370_r2i1p2f1_gn_204101-205012.nc|crd-esgf-drc.ec.gc.ca,CMIP6.ScenarioMIP.CCCma.CanESM5-CanOE.ssp370.r2i1p2f1.Omon.chl.gn.v20190429|crd-esgf-drc.ec.gc.ca,CMIP6,ScenarioMIP,CCCma,CanESM5-CanOE,ssp370,r2i1p2f1,Omon,mon,gn,20190429,100 km,chl,Mass Concentration of Total Phytoplankton Expressed as Chlorophyll in Sea Water,kg m-3,2041-01-01T00:00:00Z,2050-12-01T00:00:00Z,992320910,crd-esgf-drc.ec.gc.ca,http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgA_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5-CanOE/ssp370/r2i1p2f1/Omon/chl/gn/v20190429/chl_Omon_CanESM5-CanOE_ssp370_r2i1p2f1_gn_204101-205012.nc,hdl:21.14100/747431d6-47ce-3982-ae68-2821b5aa6412,hdl:21.14100/9e3217c4-4f0e-45a5-be20-dafbb2eb0989
CMIP6.ScenarioMIP.CCCma.CanESM5-CanOE.ssp370.r2i1p2f1.Omon.chl.gn.v20190429.chl_Omon_CanESM5-CanOE_ssp370_r2i1p2f1_gn_205101-206012.nc|crd-esgf-drc.ec.gc.ca,CMIP6.ScenarioMIP.CCCma.CanESM5-CanOE.ssp370.r2i1p2f1.Omon.chl.gn.v20190429|crd-esgf-drc.ec.gc.ca,CMIP6,ScenarioMIP,CCCma,CanESM5-CanOE,ssp370,r2i1p2f1,Omon,mon,gn,20190429,100 km,chl,Mass Concentration of Total Phytoplankton Expressed as Chlorophyll in Sea Water,kg m-3,2051-01-01T00:00:00Z,2060-12-01T00:00:00Z,988001643,crd-esgf-drc.ec.gc.ca,http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgA_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5-CanOE/ssp370/r2i1p2f1/Omon/chl/gn/v20190429/chl_Omon_CanESM5-CanOE_ssp370_r2i1p2f1_gn_205101-206012.nc,hdl:21.14100/747431d6-47ce-3982-ae68-2821b5aa6412,hdl:21.14100/554b6860-a3a6-4343-a807-13c9e58222a5
CMIP6.ScenarioMIP.CCCma.CanESM5-CanOE.ssp245.r3i1p2f1.Omon.chl.gn.v20190429.chl_Omon_CanESM5-CanOE_ssp245_r3i1p2f1_gn_204101-205012.nc|crd-esgf-drc.ec.gc.ca,CMIP6.ScenarioMIP.CCCma.CanESM5-CanOE.ssp245.r3i1p2f1.Omon.chl.gn.v20190429|crd-esgf-drc.ec.gc.ca,CMIP6,ScenarioMIP,CCCma,CanESM5-CanOE,ssp245,r3i1p2f1,Omon,mon,gn,20190429,100 km,chl,Mass Concentration of Total Phytoplankton Expressed as Chlorophyll in Sea Water,kg m-3,2041-01-01T00:00:00Z,2050-12-01T00:00:00Z,991606242,crd-esgf-drc.ec.gc.ca,http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgA_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5-CanOE/ssp245/r3i1p2f1/Omon/chl/gn/v20190429/chl_Omon_CanESM5-CanOE_ssp245_r3i1p2f1_gn_204101-205012.nc,hdl:21.14100/c9052f6a-85a8-338e-bef8-459691a72174,hdl:21.14100/e7011675-ce9c-4ef6-a9e6-26a1a5bfe256
CMIP6.ScenarioMIP.CCCma.CanESM5-CanOE.ssp245.r3i1p2f1.Omon.chl.gn.v20190429.chl_Omon_CanESM5-CanOE_ssp245_r3i1p2f1_gn_205101-206012.nc|crd-esgf-drc.ec.gc.ca,CMIP6.ScenarioMIP.CCCma.CanESM5-CanOE.ssp245.r3i1p2f1.Omon.chl.gn.v20190429|crd-esgf-drc.ec.gc.ca,CMIP6,ScenarioMIP,CCCma,CanESM5-CanOE,ssp245,r3i1p2f1,Omon,mon,gn,20190429,100 km,chl,Mass Concentration of Total Phytoplankton Expressed as Chlorophyll in Sea Water,kg m-3,2051-01-01T00:00:00Z,2060-12-01T00:00:00Z,992024714,crd-esgf-drc.ec.gc.ca,http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgA_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5-CanOE/ssp245/r3i1p2f1/Omon/chl/gn/v20190429/chl_Omon_CanESM5-CanOE_ssp245_r3i1p2f1_gn_205101-206012.nc,hdl:21.14100/c9052f6a-85a8-338e-bef8-459691a72174,hdl:21.14100/d94ebbfe-08e1-4f9f-a058-30d33eba9fa4
CMIP6.ScenarioMIP.NCAR.CESM2-WACCM.ssp585.r5i1p1f1.Omon.chl.gn.v20200206.chl_Omon_CESM2-WACCM_ssp585_r5i1p1f1_gn_201501-206412.nc|esgf-data.ucar.edu,CMIP6.ScenarioMIP.NCAR.CESM2-WACCM.ssp585.r5i1p1f1.Omon.chl.gn.v20200206|esgf-data.ucar.edu,CMIP6,ScenarioMIP,NCAR,CESM2-WACCM,ssp585,r5i1p1f1,Omon,mon,gn,20200206,100 km,chl,Mass Concentration of Total Phytoplankton Expressed as Chlorophyll in Sea Water,kg m-3,2015-01-01T00:00:00Z,2064-12-01T00:00:00Z,2451056490,esgf-data.ucar.edu,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp585/r5i1p1f1/Omon/chl/gn/v20200206/chl_Omon_CESM2-WACCM_ssp585_r5i1p1f1_gn_201501-206412.nc,hdl:21.14100/4f62943e-6981-378e-bd81-dd74bb336845,hdl:21.14100/628afc5e-7a72-4ea1-a8fe-6039406d8592
CMIP6.ScenarioMIP.NCAR.CESM2-WACCM.ssp245.r3i1p1f1.Omon.chl.gn.v20200206.chl_Omon_CESM2-WACCM_ssp245_r3i1p1f1_gn_201501-206412.nc|esgf-data.ucar.edu,CMIP6.ScenarioMIP.NCAR.CESM2-WACCM.ssp245.r3i1p1f1.Omon.chl.gn.v20200206|esgf-data.ucar.edu,CMIP6,ScenarioMIP,NCAR,CESM2-WACCM,ssp245,r3i1p1f1,Omon,mon,gn,20200206,100 km,chl,Mass Concentration of Total Phytoplankton Expressed as Chlorophyll in Sea Water,kg m-3,2015-01-01T00:00:00Z,2064-12-01T00:00:00Z,2451470364,esgf-data.ucar.edu,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp245/r3i1p1f1/Omon/chl/gn/v20200206/chl_Omon_CESM2-WACCM_ssp245_r3i1p1f1_gn_201501-206412.nc,hdl:21.14100/2a5d1343-27b8-3468-85c5-3f0a3dfb5ea5,hdl:21.14100/41daba5c-1bb6-4a14-9e0c-1ea822674c4d
CMIP6.ScenarioMIP.NCAR.CESM2-WACCM.ssp245.r5i1p1f1.Omon.chl.gn.v20200206.chl_Omon_CESM2-WACCM_ssp245_r5i1p1f1_gn_201501-206412.nc|esgf-data.ucar.edu,CMIP6.ScenarioMIP.NCAR.CESM2-WACCM.ssp245.r5i1p1f1.Omon.chl.gn.v20200206|esgf-data.ucar.edu,CMIP6,ScenarioMIP,NCAR,CESM2-WACCM,ssp245,r5i1p1f1,Omon,mon,gn,20200206,100 km,chl,Mass Concentration of Total Phytoplankton Expressed as Chlorophyll in Sea Water,kg m-3,2015-01-01T00:00:00Z,2064-12-01T00:00:00Z,2451514260,esgf-data.ucar.edu,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp245/r5i1p1f1/Omon/chl/gn/v20200206/chl_Omon_CESM2-WACCM_ssp245_r5i1p1f1_gn_201501-206412.nc,hdl:21.14100/c75545dd-15d7-35fc-b245-407cfb68db39,hdl:21.14100/b87aafcb-1f77-4865-b7d1-120c5cfe7e39
CMIP6.ScenarioMIP.NCAR.CESM2-WACCM.ssp245.r4i1p1f1.Omon.chl.gn.v20200206.chl_Omon_CESM2-WACCM_ssp245_r4i1p1f1_gn_201501-206412.nc|esgf-data.ucar.edu,CMIP6.ScenarioMIP.NCAR.CESM2-WACCM.ssp245.r4i1p1f1.Omon.chl.gn.v20200206|esgf-data.ucar.edu,CMIP6,ScenarioMIP,NCAR,CESM2-WACCM,ssp245,r4i1p1f1,Omon,mon,gn,20200206,100 km,chl,Mass Concentration of Total Phytoplankton Expressed as Chlorophyll in Sea Water,kg m-3,2015-01-01T00:00:00Z,2064-12-01T00:00:00Z,2451253352,esgf-data.ucar.edu,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp245/r4i1p1f1/Omon/chl/gn/v20200206/chl_Omon_CESM2-WACCM_ssp245_r4i1p1f1_gn_201501-206412.nc,hdl:21.14100/ffaeaa43-2c62-3ef6-b1cb-581272f5d4ad,hdl:21.14100/98c0b0c4-29a9-4747-96bc-f59e977eb3b2
CMIP6.ScenarioMIP.NCAR.CESM2-WACCM.ssp585.r2i1p1f1.Omon.chl.gn.v20200206.chl_Omon_CESM2-WACCM_ssp585_r2i1p1f1_gn_201501-210012.nc|esgf-data.ucar.edu,CMIP6.ScenarioMIP.NCAR.CESM2-WACCM.ssp585.r2i1p1f1.Omon.chl.gn.v20200206|esgf-data.ucar.edu,CMIP6,ScenarioMIP,NCAR,CESM2-WACCM,ssp585,r2i1p1f1,Omon,mon,gn,20200206,100 km,chl,Mass Concentration of Total Phytoplankton Expressed as Chlorophyll in Sea Water,kg m-3,2015-01-01T00:00:00Z,2100-12-01T00:00:00Z,4207772182,esgf-data.ucar.edu,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp585/r2i1p1f1/Omon/chl/gn/v20200206/chl_Omon_CESM2-WACCM_ssp585_r2i1p1f1_gn_201501-210012.nc,hdl:21.14100/a5a516d1-8d70-3293-b69e-829224ecce50,hdl:21.14100/7460736c-30cc-4a13-8130-1f37cd27f757
CMIP6.ScenarioMIP.NCAR.CESM2-WACCM.ssp585.r3i1p1f1.Omon.chl.gn.v20200206.chl_Omon_CESM2-WACCM_ssp585_r3i1p1f1_gn_201501-206412.nc|esgf-data.ucar.edu,CMIP6.ScenarioMIP.NCAR.CESM2-WACCM.ssp585.r3i1p1f1.Omon.chl.gn.v20200206|esgf-data.ucar.edu,CMIP6,ScenarioMIP,NCAR,CESM2-WACCM,ssp585,r3i1p1f1,Omon,mon,gn,20200206,100 km,chl,Mass Concentration of Total Phytoplankton Expressed as Chlorophyll in Sea Water,kg m-3,2015-01-01T00:00:00Z,2064-12-01T00:00:00Z,2450773817,esgf-data.ucar.edu,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp585/r3i1p1f1/Omon/chl/gn/v20200206/chl_Omon_CESM2-WACCM_ssp585_r3i1p1f1_gn_201501-206412.nc,hdl:21.14100/b78f03ae-c712-3c01-97e7-b1a1a5dfd0e9,hdl:21.14100/b4d938b9-f74e-4b2d-93c6-ad08488d52ee
CMIP6.ScenarioMIP.NCAR.CESM2-WACCM.ssp585.r4i1p1f1.Omon.chl.gn.v20200206.chl_Omon_CESM2-WACCM_ssp585_r4i1p1f1_gn_201501-206412.nc|esgf-data.ucar.edu,CMIP6.ScenarioMIP.NCAR.CESM2-WACCM.ssp585.r4i1p1f1.Omon.chl.gn.v20200206|esgf-data.ucar.edu,CMIP6,ScenarioMIP,NCAR,CESM2-WACCM,ssp585,r4i1p1f1,Omon,mon,gn,20200206,100 km,chl,Mass Concentration of Total Phytoplankton Expressed as Chlorophyll in Sea Water,kg m-3,2015-01-01T00:00:00Z,2064-12-01T00:00:00Z,2451056588,esgf-data.ucar.edu,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp585/r4i1p1f1/Omon/chl/gn/v20200206/chl_Omon_CESM2-WACCM_ssp585_r4i1p1f1_gn_201501-206412.nc,hdl:21.14100/c8f04c56-e0b2-321b-92d7-5dc399f78708,hdl:21.14100/08b138e0-286c-4d34-8b88-cbbd70e01d71
CMIP6.ScenarioMIP.NCAR.CESM2-WACCM.ssp245.r2i1p1f1.Omon.chl.gn.v20200224.chl_Omon_CESM2-WACCM_ssp245_r2i1p1f1_gn_201501-206412.nc|esgf-data.ucar.edu,CMIP6.ScenarioMIP.NCAR.CESM2-WACCM.ssp245.r2i1p1f1.Omon.chl.gn.v20200224|esgf-data.ucar.edu,CMIP6,ScenarioMIP,NCAR,CESM2-WACCM,ssp245,r2i1p1f1,Omon,mon,gn,20200224,100 km,chl,Mass Concentration of Total Phytoplankton Expressed as Chlorophyll in Sea Water,kg m-3,2015-01-01T00:00:00Z,2064-12-01T00:00:00Z,2450955453,esgf-data.ucar.edu,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp245/r2i1p1f1/Omon/chl/gn/v20200224/chl_Omon_CESM2-WACCM_ssp245_r2i1p1f1_gn_201501-206412.nc,hdl:21.14100/91a25b09-f656-3d99-8294-9b6ac7a608e0,hdl:21.14100/e1524909-cd92-4bc1-8d9e-980638480f65
CMIP6.ScenarioMIP.MRI.MRI-ESM2-0.ssp585.r1i2p1f1.Omon.chl.gn.v20200303.chl_Omon_MRI-ESM2-0_ssp585_r1i2p1f1_gn_201501-206412.nc|esgf-data2.diasjp.net,CMIP6.ScenarioMIP.MRI.MRI-ESM2-0.ssp585.r1i2p1f1.Omon.chl.gn.v20200303|esgf-data2.diasjp.net,CMIP6,ScenarioMIP,MRI,MRI-ESM2-0,ssp585,r1i2p1f1,Omon,mon,gn,20200303,100 km,chl,Mass Concentration of Total Phytoplankton Expressed as Chlorophyll in Sea Water,kg m-3,2015-01-01T00:00:00Z,2064-12-01T00:00:00Z,9586247859,esgf-data2.diasjp.net,http://esgf-data2.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/MRI/MRI-ESM2-0/ssp585/r1i2p1f1/Omon/chl/gn/v20200303/chl_Omon_MRI-ESM2-0_ssp585_r1i2p1f1_gn_201501-206412.nc,hdl:21.14100/988d65ec-c8ec-3327-a69a-f2cf493becfd,hdl:21.14100/84dcc502-04df-4a0a-85f9-2d700a925566
CMIP6.ScenarioMIP.MIROC.MIROC-ES2L.ssp126.r2i1p1f2.Omon.chl.gn.v20200318.chl_Omon_MIROC-ES2L_ssp126_r2i1p1f2_gn_201501-210012.nc|esgf-data2.diasjp.net,CMIP6.ScenarioMIP.MIROC.MIROC-ES2L.ssp126.r2i1p1f2.Omon.chl.gn.v20200318|esgf-data2.diasjp.net,CMIP6,ScenarioMIP,MIROC,MIROC-ES2L,ssp126,r2i1p1f2,Omon,mon,gn,20200318,100 km,chl,Mass Concentration of Total Phytoplankton expressed as Chlorophyll in sea water,kg m-3,2015-01-01T00:00:00Z,2100-12-01T00:00:00Z,8256277530,esgf-data2.diasjp.net,http://esgf-data2.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/MIROC/MIROC-ES2L/ssp126/r2i1p1f2/Omon/chl/gn/v20200318/chl_Omon_MIROC-ES2L_ssp126_r2i1p1f2_gn_201501-210012.nc,hdl:21.14100/2c46437f-9bfb-3be1-9269-5feca5cc9ed3,hdl:21.14100/702a049f-6927-4519-8ccf-5dfb94e07117
CMIP6.ScenarioMIP.MIROC.MIROC-ES2L.ssp126.r3i1p1f2.Omon.chl.gn.v20200318.chl_Omon_MIROC-ES2L_ssp126_r3i1p1f2_gn_201501-210012.nc|esgf-data2.diasjp.net,CMIP6.ScenarioMIP.MIROC.MIROC-ES2L.ssp126.r3i1p1f2.Omon.chl.gn.v20200318|esgf-data2.diasjp.net,CMIP6,ScenarioMIP,MIROC,MIROC-ES2L,ssp126,r3i1p1f2,Omon,mon,gn,20200318,100 km,chl,Mass Concentration of Total Phytoplankton expressed as Chlorophyll in sea water,kg m-3,2015-01-01T00:00:00Z,2100-12-01T00:00:00Z,8267909512,esgf-data2.diasjp.net,http://esgf-data2.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/MIROC/MIROC-ES2L/ssp126/r3i1p1f2/Omon/chl/gn/v20200318/chl_Omon_MIROC-ES2L_ssp126_r3i1p1f2_gn_201501-210012.nc,hdl:21.14100/1ad95edb-345a-3895-bc84-c4e09c6bef09,hdl:21.14100/0f823c13-eda2-4b8c-b5a6-0f96ab52f4c4
CMIP6.ScenarioMIP.NCAR.CESM2.ssp126.r4i1p1f1.Omon.chl.gn.v20200528.chl_Omon_CESM2_ssp126_r4i1p1f1_gn_201501-206412.nc|esgf-data.ucar.edu,CMIP6.ScenarioMIP.NCAR.CESM2.ssp126.r4i1p1f1.Omon.chl.gn.v20200528|esgf-data.ucar.edu,CMIP6,ScenarioMIP,NCAR,CESM2,ssp126,r4i1p1f1,Omon,mon,gn,20200528,100 km,chl,Mass Concentration of Total Phytoplankton Expressed as Chlorophyll in Sea Water,kg m-3,2015-01-01T00:00:00Z,2064-12-01T00:00:00Z,2450529876,esgf-data.ucar.edu,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2/ssp126/r4i1p1f1/Omon/chl/gn/v20200528/chl_Omon_CESM2_ssp126_r4i1p1f1_gn_201501-206412.nc,hdl:21.14100/8b76543c-f4e5-36d3-aa74-2e8381456c87,hdl:21.14100/f3e15c92-1720-4bad-a259-dcae8165aeef
CMIP6.ScenarioMIP.NCAR.CESM2.ssp585.r11i1p1f1.Omon.chl.gn.v20200528.chl_Omon_CESM2_ssp585_r11i1p1f1_gn_201501-206412.nc|esgf-data.ucar.edu,CMIP6.ScenarioMIP.NCAR.CESM2.ssp585.r11i1p1f1.Omon.chl.gn.v20200528|esgf-data.ucar.edu,CMIP6,ScenarioMIP,NCAR,CESM2,ssp585,r11i1p1f1,Omon,mon,gn,20200528,100 km,chl,Mass Concentration of Total Phytoplankton Expressed as Chlorophyll in Sea Water,kg m-3,2015-01-01T00:00:00Z,2064-12-01T00:00:00Z,2449405580,esgf-data.ucar.edu,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2/ssp585/r11i1p1f1/Omon/chl/gn/v20200528/chl_Omon_CESM2_ssp585_r11i1p1f1_gn_201501-206412.nc,hdl:21.14100/56fd10dd-cd0f-390d-8fd4-d4d5303b91a2,hdl:21.14100/8e16dc50-aae1-4cc5-aa4d-a9ecd01b2487
CMIP6.ScenarioMIP.NCAR.CESM2.ssp370.r10i1p1f1.Omon.chl.gn.v20200528.chl_Omon_CESM2_ssp370_r10i1p1f1_gn_201501-206412.nc|esgf-data.ucar.edu,CMIP6.ScenarioMIP.NCAR.CESM2.ssp370.r10i1p1f1.Omon.chl.gn.v20200528|esgf-data.ucar.edu,CMIP6,ScenarioMIP,NCAR,CESM2,ssp370,r10i1p1f1,Omon,mon,gn,20200528,100 km,chl,Mass Concentration of Total Phytoplankton Expressed as Chlorophyll in Sea Water,kg m-3,2015-01-01T00:00:00Z,2064-12-01T00:00:00Z,2450702401,esgf-data.ucar.edu,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2/ssp370/r10i1p1f1/Omon/chl/gn/v20200528/chl_Omon_CESM2_ssp370_r10i1p1f1_gn_201501-206412.nc,hdl:21.14100/ccbf94e3-5f06-31bd-9912-9d1793c4b3c6,hdl:21.14100/c0bd12bd-3bc8-4751-ba4d-a1a95ad6d6c8
CMIP6.ScenarioMIP.NCAR.CESM2.ssp585.r10i1p1f1.Omon.chl.gn.v20200528.chl_Omon_CESM2_ssp585_r10i1p1f1_gn_201501-206412.nc|esgf-data.ucar.edu,CMIP6.ScenarioMIP.NCAR.CESM2.ssp585.r10i1p1f1.Omon.chl.gn.v20200528|esgf-data.ucar.edu,CMIP6,ScenarioMIP,NCAR,CESM2,ssp585,r10i1p1f1,Omon,mon,gn,20200528,100 km,chl,Mass Concentration of Total Phytoplankton Expressed as Chlorophyll in Sea Water,kg m-3,2015-01-01T00:00:00Z,2064-12-01T00:00:00Z,2450080091,esgf-data.ucar.edu,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2/ssp585/r10i1p1f1/Omon/chl/gn/v20200528/chl_Omon_CESM2_ssp585_r10i1p1f1_gn_201501-206412.nc,hdl:21.14100/e14a5208-e264-3ad1-90b2-f27c5cfacf44,hdl:21.14100/c61e46fe-e6bc-4aab-b076-e5eb7a4af1a9
CMIP6.ScenarioMIP.NCAR.CESM2.ssp585.r4i1p1f1.Omon.chl.gn.v20200528.chl_Omon_CESM2_ssp585_r4i1p1f1_gn_201501-206412.nc|esgf-data.ucar.edu,CMIP6.ScenarioMIP.NCAR.CESM2.ssp585.r4i1p1f1.Omon.chl.gn.v20200528|esgf-data.ucar.edu,CMIP6,ScenarioMIP,NCAR,CESM2,ssp585,r4i1p1f1,Omon,mon,gn,20200528,100 km,chl,Mass Concentration of Total Phytoplankton Expressed as Chlorophyll in Sea Water,kg m-3,2015-01-01T00:00:00Z,2064-12-01T00:00:00Z,2449787550,esgf-data.ucar.edu,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2/ssp585/r4i1p1f1/Omon/chl/gn/v20200528/chl_Omon_CESM2_ssp585_r4i1p1f1_gn_201501-206412.nc,hdl:21.14100/8effd0b9-dc1d-3301-b0fb-c5994ffb93bd,hdl:21.14100/b19644c7-37ed-48ea-aad9-06eae760903b
CMIP6.ScenarioMIP.NCAR.CESM2.ssp126.r11i1p1f1.Omon.chl.gn.v20200528.chl_Omon_CESM2_ssp126_r11i1p1f1_gn_201501-206412.nc|esgf-data.ucar.edu,CMIP6.ScenarioMIP.NCAR.CESM2.ssp126.r11i1p1f1.Omon.chl.gn.v20200528|esgf-data.ucar.edu,CMIP6,ScenarioMIP,NCAR,CESM2,ssp126,r11i1p1f1,Omon,mon,gn,20200528,100 km,chl,Mass Concentration of Total Phytoplankton Expressed as Chlorophyll in Sea Water,kg m-3,2015-01-01T00:00:00Z,2064-12-01T00:00:00Z,2450118894,esgf-data.ucar.edu,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2/ssp126/r11i1p1f1/Omon/chl/gn/v20200528/chl_Omon_CESM2_ssp126_r11i1p1f1_gn_201501-206412.nc,hdl:21.14100/b632f99e-8ac9-3b07-9634-d0b54bb87235,hdl:21.14100/ad9ceae0-5692-4d49-be9d-c83d4e091918
CMIP6.ScenarioMIP.NCAR.CESM2.ssp245.r11i1p1f1.Omon.chl.gn.v20200528.chl_Omon_CESM2_ssp245_r11i1p1f1_gn_201501-206412.nc|esgf-data.ucar.edu,CMIP6.ScenarioMIP.NCAR.CESM2.ssp245.r11i1p1f1.Omon.chl.gn.v20200528|esgf-data.ucar.edu,CMIP6,ScenarioMIP,NCAR,CESM2,ssp245,r11i1p1f1,Omon,mon,gn,20200528,100 km,chl,Mass Concentration of Total Phytoplankton Expressed as Chlorophyll in Sea Water,kg m-3,2015-01-01T00:00:00Z,2064-12-01T00:00:00Z,2450225004,esgf-data.ucar.edu,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2/ssp245/r11i1p1f1/Omon/chl/gn/v20200528/chl_Omon_CESM2_ssp245_r11i1p1f1_gn_201501-206412.nc,hdl:21.14100/1c3fb651-e87a-3722-b001-c7172782f8a6,hdl:21.14100/2f01427e-7a24-40fe-93a6-88c87923afea
CMIP6.ScenarioMIP.NCAR.CESM2.ssp126.r10i1p1f1.Omon.chl.gn.v20200528.chl_Omon_CESM2_ssp126_r10i1p1f1_gn_201501-206412.nc|esgf-data.ucar.edu,CMIP6.ScenarioMIP.NCAR.CESM2.ssp126.r10i1p1f1.Omon.chl.gn.v20200528|esgf-data.ucar.edu,CMIP6,ScenarioMIP,NCAR,CESM2,ssp126,r10i1p1f1,Omon,mon,gn,20200528,100 km,chl,Mass Concentration of Total Phytoplankton Expressed as Chlorophyll in Sea Water,kg m-3,2015-01-01T00:00:00Z,2064-12-01T00:00:00Z,2449515435,esgf-data.ucar.edu,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2/ssp126/r10i1p1f1/Omon/chl/gn/v20200528/chl_Omon_CESM2_ssp126_r10i1p1f1_gn_201501-206412.nc,hdl:21.14100/220c4b42-d5ca-3d1d-9138-42884db11e9d,hdl:21.14100/12d3b564-d68a-48a5-80a6-4da55e7ad121
